0 -1.45589431e+01 -1.89452692e+00 -1.89452157e+00 -1.89452157e+00 3.18484124e+00 1.23523312e+01 1.23523312e+01 1.23523353e+01 1.31420211e+01 1.31420211e+01 1.72987787e+01 1.72987787e+01 1.72988072e+01 2.74363783e+01 2.74364044e+01 2.74364044e+01 3.27605944e+01 4.62502570e+01 G
1 -1.45588408e+01 -1.89528813e+00 -1.89468131e+00 -1.89467775e+00 3.18605184e+00 1.23494977e+01 1.23495004e+01 1.23520012e+01 1.31390842e+01 1.31423307e+01 1.73017963e+01 1.73029120e+01 1.73029312e+01 2.74335438e+01 2.74370899e+01 2.74371072e+01 3.27637310e+01 4.62520499e+01 
2 -1.45585340e+01 -1.89757941e+00 -1.89514972e+00 -1.89514616e+00 3.18968033e+00 1.23410538e+01 1.23410566e+01 1.23510074e+01 1.31302994e+01 1.31432591e+01 1.73107970e+01 1.73152400e+01 1.73152591e+01 2.74250007e+01 2.74392025e+01 2.74392199e+01 3.27731314e+01 4.62574126e+01 
3 -1.45580229e+01 -1.90138822e+00 -1.89592991e+00 -1.89592635e+00 3.19571683e+00 1.23271668e+01 1.23271695e+01 1.23493523e+01 1.31157426e+01 1.31448056e+01 1.73257185e+01 1.73355502e+01 1.73355694e+01 2.74108030e+01 2.74427374e+01 2.74427547e+01 3.27887677e+01 4.62662965e+01 
4 -1.45573082e+01 -1.90669965e+00 -1.89702117e+00 -1.89701761e+00 3.20414498e+00 1.23081053e+01 1.23081080e+01 1.23470376e+01 1.30955377e+01 1.31469689e+01 1.73464452e+01 1.73634990e+01 1.73635182e+01 2.73910112e+01 2.74477150e+01 2.74477323e+01 3.28105945e+01 4.62786206e+01 
5 -1.45563903e+01 -1.91349314e+00 -1.89842247e+00 -1.89841891e+00 3.21494213e+00 1.22842265e+01 1.22842292e+01 1.23440659e+01 1.30698507e+01 1.31497471e+01 1.73728221e+01 1.73986262e+01 1.73986456e+01 2.73657075e+01 2.74541635e+01 2.74541807e+01 3.28385502e+01 4.62942723e+01 
6 -1.45552703e+01 -1.92174263e+00 -1.90013249e+00 -1.90012893e+00 3.22807956e+00 1.22559586e+01 1.22559612e+01 1.23404402e+01 1.30388848e+01 1.31531380e+01 1.74046609e+01 1.74403738e+01 1.74403934e+01 2.73349943e+01 2.74621180e+01 2.74621352e+01 3.28725588e+01 4.63131076e+01 
7 -1.45539490e+01 -1.93141695e+00 -1.90214962e+00 -1.90214606e+00 3.24352280e+00 1.22237829e+01 1.22237855e+01 1.23361646e+01 1.30028728e+01 1.31571385e+01 1.74417469e+01 1.74881059e+01 1.74881256e+01 2.72989916e+01 2.74716205e+01 2.74716376e+01 3.29125323e+01 4.63349517e+01 
8 -1.45524279e+01 -1.94248015e+00 -1.90447191e+00 -1.90446835e+00 3.26123196e+00 1.21882151e+01 1.21882177e+01 1.23312437e+01 1.29620708e+01 1.31617453e+01 1.74838467e+01 1.75411298e+01 1.75411497e+01 2.72578346e+01 2.74827183e+01 2.74827354e+01 3.29583732e+01 4.63595998e+01 
9 -1.45507081e+01 -1.95489188e+00 -1.90709712e+00 -1.90709357e+00 3.28116211e+00 1.21497879e+01 1.21497905e+01 1.23256826e+01 1.29167506e+01 1.31669546e+01 1.75307147e+01 1.75987162e+01 1.75987363e+01 2.72116711e+01 2.74954638e+01 2.74954807e+01 3.30099766e+01 4.63868183e+01 
10 -1.45487915e+01 -1.96860782e+00 -1.91002269e+00 -1.91001913e+00 3.30326369e+00 1.21090355e+01 1.21090380e+01 1.23194874e+01 1.28671940e+01 1.31727618e+01 1.75821002e+01 1.76601171e+01 1.76601375e+01 2.71606586e+01 2.75099129e+01 2.75099297e+01 3.30672332e+01 4.64163459e+01 
