0 2.28566165e-02 2.28566165e-02 2.28566165e-02 -2.49856927e-04 -2.49856927e-04 -2.49856927e-04 000-100
1 2.28639349e-02 2.28542810e-02 2.28542810e-02 3.55159857e-04 -1.95110292e-04 -1.95110292e-04 
2 2.28858295e-02 2.28472831e-02 2.28472831e-02 8.31312463e-04 1.87270441e-04 1.87270441e-04 
3 2.29221196e-02 2.28356488e-02 2.28356488e-02 1.27676419e-03 3.96429176e-04 3.96429176e-04 
4 2.29725068e-02 2.28194212e-02 2.28194212e-02 1.71450197e-03 5.73123115e-04 5.73123115e-04 
5 2.30365792e-02 2.27986605e-02 2.27986605e-02 2.14803040e-03 7.41214966e-04 7.41214966e-04 
6 2.31138167e-02 2.27734438e-02 2.27734438e-02 2.57818827e-03 9.05777888e-04 9.05777888e-04 
7 2.32035986e-02 2.27438644e-02 2.27438644e-02 3.00509628e-03 1.06871686e-03 1.06871686e-03 
8 2.33052111e-02 2.27100321e-02 2.27100321e-02 3.42861911e-03 1.23094943e-03 1.23094943e-03 
9 2.34178563e-02 2.26720723e-02 2.26720723e-02 3.84851665e-03 1.39299092e-03 1.39299092e-03 
10 2.35406621e-02 2.26301256e-02 2.26301256e-02 4.26450443e-03 1.55516292e-03 1.55516292e-03 
11 2.36726920e-02 2.25843473e-02 2.25843473e-02 4.67628156e-03 1.71768150e-03 1.71768150e-03 
12 2.38129556e-02 2.25349070e-02 2.25349070e-02 5.08354505e-03 1.88069910e-03 1.88069910e-03 
13 2.39604188e-02 2.24819875e-02 2.24819875e-02 5.48599797e-03 2.04432611e-03 2.04432611e-03 
14 2.41140140e-02 2.24257844e-02 2.24257844e-02 5.88335438e-03 2.20864289e-03 2.20864289e-03 
15 2.42726499e-02 2.23665051e-02 2.23665051e-02 6.27534249e-03 2.37370663e-03 2.37370663e-03 
16 2.44352212e-02 2.23043681e-02 2.23043681e-02 6.66170694e-03 2.53955563e-03 2.53955563e-03 
17 2.46006173e-02 2.22396020e-02 2.22396020e-02 7.04221028e-03 2.70621191e-03 2.70621191e-03 
18 2.47677303e-02 2.21724447e-02 2.21724447e-02 7.41663419e-03 2.87368302e-03 2.87368302e-03 
19 2.49354632e-02 2.21031419e-02 2.21031419e-02 7.78478030e-03 3.04196322e-03 3.04196322e-03 
20 2.51027366e-02 2.20319467e-02 2.20319467e-02 8.14647087e-03 3.21103439e-03 3.21103439e-03 
21 2.52684948e-02 2.19591179e-02 2.19591179e-02 8.50154932e-03 3.38086676e-03 3.38086676e-03 
22 2.54317118e-02 2.18849193e-02 2.18849193e-02 8.84988057e-03 3.55141945e-03 3.55141945e-03 
23 2.55913955e-02 2.18096181e-02 2.18096181e-02 9.19135137e-03 3.72264099e-03 3.72264099e-03 
24 2.57465929e-02 2.17334839e-02 2.17334839e-02 9.52587046e-03 3.89446986e-03 3.89446986e-03 
25 2.58963933e-02 2.16567874e-02 2.16567874e-02 9.85336869e-03 4.06683492e-03 4.06683492e-03 
26 2.60399311e-02 2.15797990e-02 2.15797990e-02 1.01737991e-02 4.23965591e-03 4.23965591e-03 
27 2.61763894e-02 2.15027878e-02 2.15027878e-02 1.04871367e-02 4.41284397e-03 4.41284397e-03 
28 2.63050012e-02 2.14260200e-02 2.14260200e-02 1.07933787e-02 4.58630209e-03 4.58630209e-03 
29 2.64250516e-02 2.13497575e-02 2.13497575e-02 1.10925440e-02 4.75992572e-03 4.75992572e-03 
30 2.65358794e-02 2.12742569e-02 2.12742569e-02 1.13846729e-02 4.93360327e-03 4.93360327e-03 
31 2.66368773e-02 2.11997682e-02 2.11997682e-02 1.16698270e-02 5.10721667e-03 5.10721667e-03 
32 2.67274936e-02 2.11265334e-02 2.11265334e-02 1.19480884e-02 5.28064199e-03 5.28064199e-03 
33 2.68072319e-02 2.10547851e-02 2.10547851e-02 1.22195595e-02 5.45375007e-03 5.45375007e-03 
34 2.68756513e-02 2.09847458e-02 2.09847458e-02 1.24843621e-02 5.62640708e-03 5.62640708e-03 
35 2.69323669e-02 2.09166265e-02 2.09166265e-02 1.27426365e-02 5.79847517e-03 5.79847517e-03 
36 2.69770488e-02 2.08506256e-02 2.08506256e-02 1.29945410e-02 5.96981318e-03 5.96981318e-03 
37 2.70094225e-02 2.07869279e-02 2.07869279e-02 1.32402507e-02 6.14027720e-03 6.14027720e-03 
38 2.70292674e-02 2.07257042e-02 2.07257042e-02 1.34799565e-02 6.30972131e-03 6.30972131e-03 
39 2.70364167e-02 2.06671098e-02 2.06671098e-02 1.37138636e-02 6.47799821e-03 6.47799821e-03 
40 2.70307565e-02 2.06112843e-02 2.06112843e-02 1.39421906e-02 6.64495990e-03 6.64495990e-03 
41 2.70122243e-02 2.05583508e-02 2.05583508e-02 1.41651679e-02 6.81045832e-03 6.81045832e-03 
42 2.69808085e-02 2.05084156e-02 2.05084156e-02 1.43830362e-02 6.97434605e-03 6.97434605e-03 
43 2.69365469e-02 2.04615678e-02 2.04615678e-02 1.45960446e-02 7.13647693e-03 7.13647693e-03 
44 2.68795255e-02 2.04178790e-02 2.04178790e-02 1.48044493e-02 7.29670669e-03 7.29670669e-03 
45 2.68098768e-02 2.03774034e-02 2.03774034e-02 1.50085117e-02 7.45489360e-03 7.45489360e-03 
46 2.67277790e-02 2.03401776e-02 2.03401776e-02 1.52084962e-02 7.61089909e-03 7.61089909e-03 
47 2.66334538e-02 2.03062210e-02 2.03062210e-02 1.54046688e-02 7.76458829e-03 7.76458829e-03 
48 2.65271650e-02 2.02755361e-02 2.02755361e-02 1.55972945e-02 7.91583062e-03 7.91583062e-03 
49 2.64092169e-02 2.02481088e-02 2.02481088e-02 1.57866359e-02 8.06450032e-03 8.06450032e-03 
50 2.62799527e-02 2.02239089e-02 2.02239089e-02 1.59729507e-02 8.21047697e-03 8.21047697e-03 
51 2.61397521e-02 2.02028909e-02 2.02028909e-02 1.61564900e-02 8.35364591e-03 8.35364591e-03 
52 2.59890301e-02 2.01849949e-02 2.01849949e-02 1.63374961e-02 8.49389875e-03 8.49389875e-03 
53 2.58282345e-02 2.01701469e-02 2.01701469e-02 1.65162005e-02 8.63113370e-03 8.63113370e-03 
54 2.56578443e-02 2.01582605e-02 2.01582605e-02 1.66928223e-02 8.76525598e-03 8.76525598e-03 
55 2.54783674e-02 2.01492372e-02 2.01492372e-02 1.68675659e-02 8.89617810e-03 8.89617810e-03 
56 2.52903385e-02 2.01429679e-02 2.01429679e-02 1.70406198e-02 9.02382016e-03 9.02382016e-03 
57 2.50943172e-02 2.01393338e-02 2.01393338e-02 1.72121545e-02 9.14811009e-03 9.14811009e-03 
58 2.48908854e-02 2.01382079e-02 2.01382079e-02 1.73823213e-02 9.26898378e-03 9.26898378e-03 
59 2.46806456e-02 2.01394555e-02 2.01394555e-02 1.75512508e-02 9.38638521e-03 9.38638521e-03 
60 2.44642178e-02 2.01429360e-02 2.01429360e-02 1.77190522e-02 9.50026684e-03 9.50026684e-03 
61 2.42422381e-02 2.01485040e-02 2.01485040e-02 1.78858113e-02 9.61058919e-03 9.61058919e-03 
62 2.40153561e-02 2.01560100e-02 2.01560100e-02 1.80515907e-02 9.71732112e-03 9.71732112e-03 
63 2.37842318e-02 2.01653022e-02 2.01653022e-02 1.82164286e-02 9.82043998e-03 9.82043998e-03 
64 2.35495346e-02 2.01762270e-02 2.01762270e-02 1.83803384e-02 9.91993112e-03 9.91993112e-03 
65 2.33119404e-02 2.01886306e-02 2.01886306e-02 1.85433083e-02 1.00157880e-02 1.00157880e-02 
66 2.30721290e-02 2.02023593e-02 2.02023593e-02 1.87053012e-02 1.01080124e-02 1.01080124e-02 
67 2.28307828e-02 2.02172613e-02 2.02172613e-02 1.88662543e-02 1.01966134e-02 1.01966134e-02 
68 2.25885851e-02 2.02331868e-02 2.02331868e-02 1.90260790e-02 1.02816078e-02 1.02816078e-02 
69 2.23462182e-02 2.02499894e-02 2.02499894e-02 1.91846600e-02 1.03630200e-02 1.03630200e-02 
70 2.21043645e-02 2.02675262e-02 2.02675262e-02 1.93418540e-02 1.04408812e-02 1.04408812e-02 
71 2.18637083e-02 2.02856591e-02 2.02856591e-02 1.94974857e-02 1.05152292e-02 1.05152292e-02 
72 2.16249435e-02 2.03042548e-02 2.03042548e-02 1.96513388e-02 1.05861083e-02 1.05861083e-02 
73 2.13887958e-02 2.03231857e-02 2.03231857e-02 1.98031336e-02 1.06535690e-02 1.06535690e-02 
74 2.11560899e-02 2.03423298e-02 2.03423298e-02 1.99524589e-02 1.07176671e-02 1.07176671e-02 
75 2.09279964e-02 2.03615717e-02 2.03615717e-02 2.00985243e-02 1.07784636e-02 1.07784636e-02 
76 2.07074111e-02 2.03808021e-02 2.03808021e-02 2.02387810e-02 1.08360244e-02 1.08360244e-02 
77 2.05186767e-02 2.03999184e-02 2.03999184e-02 2.03492002e-02 1.08904196e-02 1.08904196e-02 
78 2.05528862e-02 2.04188248e-02 2.04188248e-02 2.02389698e-02 1.09417228e-02 1.09417228e-02 
79 2.06795080e-02 2.04374321e-02 2.04374321e-02 2.00388693e-02 1.09900112e-02 1.09900112e-02 
80 2.08096338e-02 2.04556578e-02 2.04556578e-02 1.98380235e-02 1.10353643e-02 1.10353643e-02 
81 2.09375531e-02 2.04734258e-02 2.04734258e-02 1.96423287e-02 1.10778641e-02 1.10778641e-02 
82 2.10619943e-02 2.04906667e-02 2.04906667e-02 1.94532117e-02 1.11175939e-02 1.11175939e-02 
