0 2.36389054e-02 2.36389054e-02 2.36389054e-02 -8.94824785e-06 -8.94824786e-06 -8.94824786e-06 G
1 2.36424590e-02 2.36367163e-02 2.36367163e-02 3.49037842e-04 1.88234932e-04 1.88234932e-04 
2 2.36530984e-02 2.36301542e-02 2.36301542e-02 6.98135412e-04 3.76727589e-04 3.76727589e-04 
3 2.36707601e-02 2.36192354e-02 2.36192354e-02 1.04697036e-03 5.65027089e-04 5.65027089e-04 
4 2.36953381e-02 2.36039868e-02 2.36039868e-02 1.39545968e-03 7.53125651e-04 7.53125651e-04 
5 2.37266859e-02 2.35844460e-02 2.35844460e-02 1.74349802e-03 9.40973114e-04 9.40973114e-04 
6 2.37646165e-02 2.35606612e-02 2.35606612e-02 2.09097697e-03 1.12851247e-03 1.12851247e-03 
7 2.38089047e-02 2.35326912e-02 2.35326912e-02 2.43778800e-03 1.31568497e-03 1.31568497e-03 
8 2.38592880e-02 2.35006052e-02 2.35006052e-02 2.78382331e-03 1.50243150e-03 1.50243150e-03 
9 2.39154693e-02 2.34644828e-02 2.34644828e-02 3.12897615e-03 1.68869298e-03 1.68869298e-03 
10 2.39771182e-02 2.34244138e-02 2.34244138e-02 3.47314112e-03 1.87441066e-03 1.87441066e-03 
11 2.40438739e-02 2.33804977e-02 2.33804977e-02 3.81621423e-03 2.05952620e-03 2.05952620e-03 
12 2.41153477e-02 2.33328440e-02 2.33328440e-02 4.15809313e-03 2.24398179e-03 2.24398179e-03 
13 2.41911248e-02 2.32815720e-02 2.32815720e-02 4.49867715e-03 2.42772022e-03 2.42772022e-03 
14 2.42707680e-02 2.32268101e-02 2.32268101e-02 4.83786729e-03 2.61068489e-03 2.61068489e-03 
15 2.43538194e-02 2.31686958e-02 2.31686958e-02 5.17556643e-03 2.79281994e-03 2.79281994e-03 
16 2.44398038e-02 2.31073755e-02 2.31073755e-02 5.51167921e-03 2.97407022e-03 2.97407022e-03 
17 2.45282312e-02 2.30430041e-02 2.30430041e-02 5.84611219e-03 3.15438138e-03 3.15438138e-03 
18 2.46185993e-02 2.29757446e-02 2.29757446e-02 6.17877368e-03 3.33369989e-03 3.33369989e-03 
19 2.47103963e-02 2.29057680e-02 2.29057680e-02 6.50957394e-03 3.51197308e-03 3.51197308e-03 
20 2.48031034e-02 2.28332525e-02 2.28332525e-02 6.83842495e-03 3.68914913e-03 3.68914913e-03 
21 2.48961975e-02 2.27583835e-02 2.27583835e-02 7.16524057e-03 3.86517716e-03 3.86517716e-03 
22 2.49891529e-02 2.26813528e-02 2.26813528e-02 7.48993636e-03 4.04000720e-03 4.04000720e-03 
23 2.50814445e-02 2.26023583e-02 2.26023583e-02 7.81242965e-03 4.21359022e-03 4.21359022e-03 
24 2.51725492e-02 2.25216036e-02 2.25216036e-02 8.13263943e-03 4.38587815e-03 4.38587815e-03 
25 2.52619480e-02 2.24392974e-02 2.24392974e-02 8.45048629e-03 4.55682384e-03 4.55682384e-03 
26 2.53491284e-02 2.23556526e-02 2.23556526e-02 8.76589248e-03 4.72638114e-03 4.72638114e-03 
27 2.54335857e-02 2.22708864e-02 2.22708864e-02 9.07878171e-03 4.89450482e-03 4.89450482e-03 
28 2.55148246e-02 2.21852188e-02 2.21852188e-02 9.38907926e-03 5.06115062e-03 5.06115062e-03 
29 2.55923612e-02 2.20988728e-02 2.20988728e-02 9.69671179e-03 5.22627517e-03 5.22627517e-03 
30 2.56657238e-02 2.20120733e-02 2.20120733e-02 1.00016074e-02 5.38983604e-03 5.38983604e-03 
31 2.57344549e-02 2.19250463e-02 2.19250463e-02 1.03036956e-02 5.55179167e-03 5.55179167e-03 
32 2.57981117e-02 2.18380184e-02 2.18380184e-02 1.06029071e-02 5.71210139e-03 5.71210139e-03 
33 2.58562676e-02 2.17512159e-02 2.17512159e-02 1.08991739e-02 5.87072531e-03 5.87072531e-03 
34 2.59085130e-02 2.16648641e-02 2.16648641e-02 1.11924296e-02 6.02762436e-03 6.02762436e-03 
35 2.59544566e-02 2.15791865e-02 2.15791865e-02 1.14826086e-02 6.18276026e-03 6.18276026e-03 
36 2.59937255e-02 2.14944040e-02 2.14944040e-02 1.17696466e-02 6.33609539e-03 6.33609539e-03 
37 2.60259667e-02 2.14107340e-02 2.14107340e-02 1.20534808e-02 6.48759285e-03 6.48759285e-03 
38 2.60508473e-02 2.13283897e-02 2.13283897e-02 1.23340492e-02 6.63721636e-03 6.63721636e-03 
39 2.60680554e-02 2.12475791e-02 2.12475791e-02 1.26112911e-02 6.78493025e-03 6.78493025e-03 
40 2.60773006e-02 2.11685042e-02 2.11685042e-02 1.28851470e-02 6.93069939e-03 6.93069939e-03 
41 2.60783143e-02 2.10913603e-02 2.10913603e-02 1.31555584e-02 7.07448922e-03 7.07448922e-03 
42 2.60708504e-02 2.10163350e-02 2.10163350e-02 1.34224681e-02 7.21626564e-03 7.21626564e-03 
