0 -9.94262137e+00 -4.77927929e+00 -4.77927929e+00 -4.77927231e+00 -3.25147207e+00 -3.25147200e+00 2.71616949e+01 2.71618155e+01 2.71618155e+01 3.24151885e+01 3.24152406e+01 3.24152406e+01 4.39738650e+01 4.39738658e+01 5.98605285e+01 000-100
1 -9.94148071e+00 -4.77983832e+00 -4.77876512e+00 -4.77876045e+00 -3.25211430e+00 -3.25121536e+00 2.71473393e+01 2.71474198e+01 2.71596147e+01 3.24109305e+01 3.24304177e+01 3.24304525e+01 4.39590934e+01 4.39749063e+01 5.98589799e+01 
2 -9.93805919e+00 -4.78152165e+00 -4.77722270e+00 -4.77721804e+00 -3.25403983e+00 -3.25044556e+00 2.71046504e+01 2.71047302e+01 2.71531340e+01 3.23980677e+01 3.24755604e+01 3.24755958e+01 4.39148482e+01 4.39780305e+01 5.98543789e+01 
3 -9.93235825e+00 -4.78432485e+00 -4.77465233e+00 -4.77464769e+00 -3.25724491e+00 -3.24916314e+00 2.70350815e+01 2.70351604e+01 2.71423395e+01 3.23766800e+01 3.25492351e+01 3.25492714e+01 4.38413405e+01 4.39832445e+01 5.98468589e+01 
4 -9.92438030e+00 -4.78824439e+00 -4.77105453e+00 -4.77104989e+00 -3.26172336e+00 -3.24736895e+00 2.69407546e+01 2.69408324e+01 2.71272404e+01 3.23468428e+01 3.26493441e+01 3.26493815e+01 4.37389221e+01 4.39905587e+01 5.98366355e+01 
5 -9.91412873e+00 -4.79327532e+00 -4.76643000e+00 -4.76642537e+00 -3.26746647e+00 -3.24506419e+00 2.68242283e+01 2.68243048e+01 2.71078487e+01 3.23086605e+01 3.27733630e+01 3.27734017e+01 4.36080862e+01 4.39999877e+01 5.98239972e+01 
6 -9.90160790e+00 -4.79941131e+00 -4.76077966e+00 -4.76077504e+00 -3.27446307e+00 -3.24225042e+00 2.66882329e+01 2.66883081e+01 2.70841793e+01 3.22622662e+01 3.29186047e+01 3.29186448e+01 4.34494669e+01 4.40115504e+01 5.98092935e+01 
7 -9.88682323e+00 -4.80664464e+00 -4.75410463e+00 -4.75410002e+00 -3.28269941e+00 -3.23892951e+00 2.65354603e+01 2.65355340e+01 2.70562483e+01 3.22078202e+01 3.30824298e+01 3.30824713e+01 4.32638384e+01 4.40252696e+01 5.97929206e+01 
8 -9.86978118e+00 -4.81496619e+00 -4.74640624e+00 -4.74640164e+00 -3.29215923e+00 -3.23510371e+00 2.63684246e+01 2.63684969e+01 2.70240722e+01 3.21455092e+01 3.32623853e+01 3.32624283e+01 4.30521125e+01 4.40411724e+01 5.97753063e+01 
9 -9.85048930e+00 -4.82436550e+00 -4.73768605e+00 -4.73768146e+00 -3.30282367e+00 -3.23077560e+00 2.61893881e+01 2.61894589e+01 2.69876670e+01 3.20755444e+01 3.34562788e+01 3.34563233e+01 4.28153347e+01 4.40592901e+01 5.97568947e+01 
10 -9.82895626e+00 -4.83483075e+00 -4.72794581e+00 -4.72794124e+00 -3.31467128e+00 -3.22594811e+00 2.60003353e+01 2.60004048e+01 2.69470463e+01 3.19981607e+01 3.36622035e+01 3.36622495e+01 4.25546783e+01 4.40796579e+01 5.97381320e+01 
