
# Band 0 
0 -5.051642e+00
1 -5.051035e+00
2 -5.049217e+00
3 -5.046192e+00
4 -5.041969e+00
5 -5.036559e+00
6 -5.029978e+00
7 -5.022244e+00
8 -5.013376e+00
9 -5.003398e+00
10 -4.992336e+00
11 -4.980216e+00
12 -4.967070e+00
13 -4.952928e+00
14 -4.937825e+00
15 -4.921798e+00
16 -4.904885e+00
17 -4.887126e+00
18 -4.868564e+00
19 -4.849245e+00
20 -4.829218e+00
21 -4.808534e+00
22 -4.787247e+00
23 -4.765415e+00
24 -4.743099e+00
25 -4.720365e+00
26 -4.697282e+00
27 -4.673924e+00
28 -4.650368e+00
29 -4.626699e+00
30 -4.603003e+00
31 -4.579374e+00
32 -4.555909e+00
33 -4.532712e+00
34 -4.509890e+00
35 -4.487557e+00
36 -4.465829e+00
37 -4.444829e+00
38 -4.424681e+00
39 -4.405513e+00
40 -4.387451e+00
41 -4.370624e+00
42 -4.355159e+00
43 -4.341175e+00
44 -4.328790e+00
45 -4.318109e+00
46 -4.309229e+00
47 -4.302233e+00
48 -4.297185e+00
49 -4.294137e+00
50 -4.293117e+00
51 -4.294137e+00
52 -4.297185e+00
53 -4.302232e+00
54 -4.309229e+00
55 -4.318109e+00
56 -4.328790e+00
57 -4.341175e+00
58 -4.355159e+00
59 -4.370624e+00
60 -4.387451e+00
61 -4.405513e+00
62 -4.424681e+00
63 -4.444829e+00
64 -4.465829e+00
65 -4.487556e+00
66 -4.509890e+00
67 -4.532712e+00
68 -4.555909e+00
69 -4.579374e+00
70 -4.603003e+00
71 -4.626699e+00
72 -4.650368e+00
73 -4.673924e+00
74 -4.697282e+00
75 -4.720365e+00
76 -4.743099e+00
77 -4.765414e+00
78 -4.787247e+00
79 -4.808534e+00
80 -4.829218e+00
81 -4.849245e+00
82 -4.868564e+00
83 -4.887126e+00
84 -4.904885e+00
85 -4.921798e+00
86 -4.937825e+00
87 -4.952928e+00
88 -4.967070e+00
89 -4.980216e+00
90 -4.992336e+00
91 -5.003398e+00
92 -5.013376e+00
93 -5.022244e+00
94 -5.029978e+00
95 -5.036559e+00
96 -5.041969e+00
97 -5.046192e+00
98 -5.049217e+00
99 -5.051035e+00
100 -5.051642e+00

# Band 1 
0 -4.564168e+00
1 -4.563860e+00
2 -4.562935e+00
3 -4.561392e+00
4 -4.559229e+00
5 -4.556446e+00
6 -4.553040e+00
7 -4.549007e+00
8 -4.544346e+00
9 -4.539051e+00
10 -4.533120e+00
11 -4.526547e+00
12 -4.519328e+00
13 -4.511459e+00
14 -4.502934e+00
15 -4.493747e+00
16 -4.483893e+00
17 -4.473367e+00
18 -4.462162e+00
19 -4.450273e+00
20 -4.437694e+00
21 -4.424418e+00
22 -4.410440e+00
23 -4.395754e+00
24 -4.380353e+00
25 -4.364232e+00
26 -4.347384e+00
27 -4.329805e+00
28 -4.311487e+00
29 -4.292427e+00
30 -4.272616e+00
31 -4.252052e+00
