0 -1.59488184e-10 -3.05077891e-10 -3.11355207e-10 G
1 3.96391477e-04 2.12052783e-04 2.12052783e-04 
2 7.92624238e-04 4.24043033e-04 4.24043033e-04 
3 1.18853973e-03 6.35908253e-04 6.35908253e-04 
4 1.58397971e-03 8.47586020e-04 8.47586020e-04 
5 1.97878642e-03 1.05901403e-03 1.05901403e-03 
6 2.37280273e-03 1.27013011e-03 1.27013011e-03 
7 2.76587227e-03 1.48087228e-03 1.48087228e-03 
8 3.15783970e-03 1.69117881e-03 1.69117881e-03 
9 3.54855068e-03 1.90098818e-03 1.90098818e-03 
10 3.93785218e-03 2.11023920e-03 2.11023920e-03 
11 4.32559256e-03 2.31887100e-03 2.31887100e-03 
12 4.71162173e-03 2.52682306e-03 2.52682306e-03 
13 5.09579128e-03 2.73403527e-03 2.73403527e-03 
14 5.47795467e-03 2.94044795e-03 2.94044795e-03 
15 5.85796733e-03 3.14600190e-03 3.14600190e-03 
16 6.23568681e-03 3.35063840e-03 3.35063840e-03 
17 6.61097291e-03 3.55429927e-03 3.55429927e-03 
18 6.98368785e-03 3.75692687e-03 3.75692687e-03 
19 7.35369632e-03 3.95846419e-03 3.95846419e-03 
20 7.72086568e-03 4.15885480e-03 4.15885480e-03 
21 8.08506608e-03 4.35804296e-03 4.35804296e-03 
22 8.44617049e-03 4.55597357e-03 4.55597357e-03 
23 8.80405492e-03 4.75259227e-03 4.75259227e-03 
24 9.15859847e-03 4.94784540e-03 4.94784540e-03 
25 9.50968342e-03 5.14168006e-03 5.14168006e-03 
26 9.85719538e-03 5.33404415e-03 5.33404415e-03 
27 1.02010234e-02 5.52488635e-03 5.52488635e-03 
28 1.05410598e-02 5.71415617e-03 5.71415617e-03 
29 1.08772008e-02 5.90180395e-03 5.90180395e-03 
30 1.12093461e-02 6.08778092e-03 6.08778092e-03 
31 1.15373990e-02 6.27203917e-03 6.27203917e-03 
32 1.18612667e-02 6.45453168e-03 6.45453168e-03 
33 1.21808603e-02 6.63521237e-03 6.63521237e-03 
34 1.24960947e-02 6.81403607e-03 6.81403607e-03 
35 1.28068888e-02 6.99095855e-03 6.99095855e-03 
36 1.31131654e-02 7.16593654e-03 7.16593654e-03 
37 1.34148514e-02 7.33892771e-03 7.33892771e-03 
38 1.37118777e-02 7.50989073e-03 7.50989073e-03 
39 1.40041793e-02 7.67878525e-03 7.67878525e-03 
40 1.42916953e-02 7.84557188e-03 7.84557188e-03 
41 1.45743687e-02 8.01021223e-03 8.01021223e-03 
42 1.48521468e-02 8.17266892e-03 8.17266892e-03 
43 1.51249811e-02 8.33290563e-03 8.33290563e-03 
44 1.53928266e-02 8.49088685e-03 8.49088685e-03 
45 1.56556431e-02 8.64657834e-03 8.64657834e-03 
46 1.59133937e-02 8.79994657e-03 8.79994657e-03 
47 1.61660460e-02 8.95095924e-03 8.95095924e-03 
48 1.64135714e-02 9.09958500e-03 9.09958500e-03 
49 1.66559450e-02 9.24579334e-03 9.24579334e-03 
50 1.68931460e-02 9.38955496e-03 9.38955496e-03 
51 1.71251570e-02 9.53084132e-03 9.53084132e-03 
52 1.73519646e-02 9.66962499e-03 9.66962499e-03 
53 1.75735592e-02 9.80587954e-03 9.80587954e-03 
54 1.77899341e-02 9.93957930e-03 9.93957930e-03 
55 1.80010866e-02 1.00706998e-02 1.00706998e-02 
56 1.82070170e-02 1.01992171e-02 1.01992171e-02 
57 1.84077291e-02 1.03251087e-02 1.03251087e-02 
58 1.86032297e-02 1.04483526e-02 1.04483526e-02 
59 1.87935284e-02 1.05689278e-02 1.05689278e-02 
60 1.89786382e-02 1.06868143e-02 1.06868143e-02 
61 1.91585742e-02 1.08019927e-02 1.08019927e-02 
62 1.93333545e-02 1.09144447e-02 1.09144447e-02 
63 1.95029999e-02 1.10241526e-02 1.10241526e-02 
64 1.96675329e-02 1.11310996e-02 1.11310996e-02 
65 1.98269786e-02 1.12352698e-02 1.12352698e-02 
66 1.99813643e-02 1.13366479e-02 1.13366479e-02 
67 2.01307186e-02 1.14352192e-02 1.14352192e-02 
68 2.02750724e-02 1.15309702e-02 1.15309702e-02 
69 2.04144577e-02 1.16238877e-02 1.16238877e-02 
70 2.05489082e-02 1.17139592e-02 1.17139592e-02 
71 2.06784586e-02 1.18011732e-02 1.18011732e-02 
72 2.08031447e-02 1.18855184e-02 1.18855184e-02 
73 2.09230032e-02 1.19669843e-02 1.19669843e-02 
74 2.10380715e-02 1.20455612e-02 1.20455612e-02 
75 2.11483875e-02 1.21212396e-02 1.21212396e-02 
76 2.12539895e-02 1.21940110e-02 1.21940110e-02 
77 2.13549157e-02 1.22638670e-02 1.22638670e-02 
78 2.14512047e-02 1.23307999e-02 1.23307999e-02 
79 2.15428946e-02 1.23948026e-02 1.23948026e-02 
80 2.16300234e-02 1.24558684e-02 1.24558684e-02 
81 2.17126286e-02 1.25139910e-02 1.25139910e-02 
82 2.17907468e-02 1.25691645e-02 1.25691645e-02 
83 2.18644139e-02 1.26213836e-02 1.26213836e-02 
84 2.19336649e-02 1.26706432e-02 1.26706432e-02 
85 2.19985337e-02 1.27169388e-02 1.27169388e-02 
86 2.20590527e-02 1.27602660e-02 1.27602660e-02 
87 2.21152531e-02 1.28006211e-02 1.28006211e-02 
88 2.21671645e-02 1.28380003e-02 1.28380003e-02 
89 2.22148148e-02 1.28724006e-02 1.28724006e-02 
90 2.22582301e-02 1.29038189e-02 1.29038189e-02 
91 2.22974349e-02 1.29322526e-02 1.29322526e-02 
92 2.23324512e-02 1.29576994e-02 1.29576994e-02 
93 2.23632993e-02 1.29801572e-02 1.29801572e-02 
94 2.23899972e-02 1.29996242e-02 1.29996242e-02 
95 2.24125607e-02 1.30160988e-02 1.30160988e-02 
96 2.24310031e-02 1.30295798e-02 1.30295798e-02 
97 2.24453357e-02 1.30400661e-02 1.30400661e-02 
98 2.24555670e-02 1.30475569e-02 1.30475569e-02 
99 2.24617033e-02 1.30520516e-02 1.30520516e-02 
100 2.24637483e-02 1.30535499e-02 1.30535499e-02 X
101 2.24632544e-02 1.30542793e-02 1.30537096e-02 
102 2.24617728e-02 1.30564670e-02 1.30541884e-02 
103 2.24593036e-02 1.30601120e-02 1.30549858e-02 
104 2.24558474e-02 1.30652123e-02 1.30561011e-02 
105 2.24514046e-02 1.30717654e-02 1.30575329e-02 
106 2.24459761e-02 1.30797677e-02 1.30592799e-02 
107 2.24395628e-02 1.30892151e-02 1.30613401e-02 
108 2.24321657e-02 1.31001028e-02 1.30637114e-02 
109 2.24237860e-02 1.31124252e-02 1.30663912e-02 
110 2.24144252e-02 1.31261759e-02 1.30693767e-02 
111 2.24040848e-02 1.31413478e-02 1.30726649e-02 
112 2.23927666e-02 1.31579334e-02 1.30762521e-02 
113 2.23804724e-02 1.31759240e-02 1.30801346e-02 
114 2.23672044e-02 1.31953106e-02 1.30843084e-02 
115 2.23529647e-02 1.32160835e-02 1.30887689e-02 
116 2.23377557e-02 1.32382323e-02 1.30935117e-02 
117 2.23215801e-02 1.32617458e-02 1.30985315e-02 
118 2.23044404e-02 1.32866126e-02 1.31038232e-02 
119 2.22863396e-02 1.33128202e-02 1.31093813e-02 
120 2.22672808e-02 1.33403559e-02 1.31151999e-02 
121 2.22472671e-02 1.33692064e-02 1.31212729e-02 
122 2.22263018e-02 1.33993576e-02 1.31275940e-02 
123 2.22043887e-02 1.34307952e-02 1.31341565e-02 
124 2.21815312e-02 1.34635041e-02 1.31409538e-02 
125 2.21577333e-02 1.34974690e-02 1.31479786e-02 
126 2.21329990e-02 1.35326739e-02 1.31552237e-02 
127 2.21073324e-02 1.35691026e-02 1.31626816e-02 
128 2.20807379e-02 1.36067382e-02 1.31703446e-02 
129 2.20532201e-02 1.36455636e-02 1.31782047e-02 
130 2.20247834e-02 1.36855612e-02 1.31862539e-02 
131 2.19954329e-02 1.37267132e-02 1.31944839e-02 
132 2.19651733e-02 1.37690012e-02 1.32028862e-02 
133 2.19340100e-02 1.38124067e-02 1.32114522e-02 
134 2.19019481e-02 1.38569108e-02 1.32201732e-02 
135 2.18689931e-02 1.39024943e-02 1.32290402e-02 
136 2.18351506e-02 1.39491379e-02 1.32380443e-02 
137 2.18004264e-02 1.39968218e-02 1.32471761e-02 
138 2.17648264e-02 1.40455262e-02 1.32564266e-02 
139 2.17283566e-02 1.40952310e-02 1.32657863e-02 
140 2.16910234e-02 1.41459158e-02 1.32752457e-02 
141 2.16528331e-02 1.41975602e-02 1.32847954e-02 
142 2.16137922e-02 1.42501437e-02 1.32944257e-02 
143 2.15739075e-02 1.43036453e-02 1.33041269e-02 
144 2.15331858e-02 1.43580443e-02 1.33138894e-02 
145 2.14916341e-02 1.44133197e-02 1.33237033e-02 
146 2.14492595e-02 1.44694504e-02 1.33335589e-02 
147 2.14060695e-02 1.45264151e-02 1.33434464e-02 
148 2.13620713e-02 1.45841928e-02 1.33533559e-02 
149 2.13172728e-02 1.46427622e-02 1.33632777e-02 
150 2.12716816e-02 1.47021018e-02 1.33732019e-02 
151 2.12253057e-02 1.47621905e-02 1.33831187e-02 
152 2.11781531e-02 1.48230069e-02 1.33930184e-02 
153 2.11302321e-02 1.48845295e-02 1.34028913e-02 
154 2.10815510e-02 1.49467372e-02 1.34127276e-02 
155 2.10321185e-02 1.50096085e-02 1.34225179e-02 
156 2.09819431e-02 1.50731222e-02 1.34322524e-02 
157 2.09310336e-02 1.51372571e-02 1.34419218e-02 
